255,255,255 233,233,233 255,255,255 255,255,255 255,255,255 255,255,255 180,180,180 220,220,220 195,195,195 190,190,190 192,192,192 193,193,193 186,186,186 249,249,249 249,249,249 255,255,255 244,244,244 244,244,244 255,255,255 253,253,253 225,225,225 255,255,255 247,247,247 255,255,255 255,255,255 241,241,241 244,244,244 255,255,255 255,255,255 193,193,193 248,248,248 236,236,236 249,249,249 205,205,205 239,239,239 244,244,244 252,252,252 255,255,255 238,238,238 255,255,255 248,248,248 255,255,255 240,240,240 249,249,249 245,245,245 210,210,210 241,241,241 255,255,255 179,179,179 247,247,247 252,252,252 251,251,251 255,255,255 255,255,255 194,194,194 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 235,235,235 255,255,255 249,249,249 0,0,0 0,0,0 10,10,10 0,0,0 4,4,4 0,0,0 236,236,236 211,211,211 254,254,254 20,20,20 0,0,0 247,247,247 255,255,255 232,232,232 255,255,255 25,25,25 0,0,0 248,248,248 255,255,255 235,235,235 253,253,253 13,13,13 0,0,0 251,251,251 204,204,204 241,241,241 255,255,255 2,2,2 8,8,8 0,0,0 17,17,17 12,12,12 0,0,0 12,12,12 0,0,0 191,191,191 182,182,182 13,13,13 0,0,0 1,1,1 0,0,0 0,0,0 0,0,0 203,203,203 255,255,255 255,255,255 249,249,249 246,246,246 250,250,250 191,191,191 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 252,252,252 249,249,249 245,245,245 243,243,243 0,0,0 18,18,18 242,242,242 251,251,251 255,255,255 0,0,0 0,0,0 198,198,198 251,251,251 0,0,0 17,17,17 244,244,244 254,254,254 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 248,248,248 255,255,255 0,0,0 0,0,0 3,3,3 237,237,237 195,195,195 233,233,233 252,252,252 12,12,12 0,0,0 255,255,255 248,248,248 228,228,228 201,201,201 254,254,254 249,249,249 250,250,250 255,255,255 255,255,255 253,253,253 0,0,0 14,14,14 253,253,253 251,251,251 182,182,182 237,237,237 248,248,248 255,255,255 255,255,255 255,255,255 192,192,192 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255
238,238,238 255,255,255 241,241,241 255,255,255 255,255,255 0,0,0 1,1,1 255,255,255 255,255,255 242,242,242 255,255,255 3,3,3 0,0,0 255,255,255 1,1,1 0,0,0 250,250,250 247,247,247 255,255,255 250,250,250 2,2,2 7,7,7 252,252,252 247,247,247 0,0,0 3,3,3 0,0,0 1,1,1 255,255,255 213,213,213 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 246,246,246 205,205,205 255,255,255 243,243,243 238,238,238 252,252,252 244,244,244 250,250,250 0,0,0 0,0,0 199,199,199 187,187,187 196,196,196 209,209,209 185,185,185 180,180,180 184,184,184 210,210,210 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 252,252,252 255,255,255 251,251,251 241,241,241 27,27,27 0,0,0 249,249,249 254,254,254 243,243,243 255,255,255 0,0,0 0,0,0 250,250,250 255,255,255 0,0,0 6,6,6 255,255,255 248,248,248 0,0,0 15,15,15 187,187,187 184,184,184 197,197,197 199,199,199 183,183,183 1,1,1 6,6,6 183,183,183 170,170,170 205,205,205 171,171,171 1,1,1 7,7,7 182,182,182 190,190,190 199,199,199 181,181,181 188,188,188 188,188,188 190,190,190 197,197,197 252,252,252 255,255,255 0,0,0 0,0,0 202,202,202 250,250,250 243,243,243 255,255,255 247,247,247 255,255,255 255,255,255 247,247,247 186,186,186 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255
244,244,244 255,255,255 251,251,251 255,255,255 248,248,248 0,0,0 21,21,21 254,254,254 255,255,255 251,251,251 241,241,241 4,4,4 10,10,10 248,248,248 252,252,252 3,3,3 0,0,0 246,246,246 255,255,255 3,3,3 0,0,0 192,192,192 255,255,255 255,255,255 253,253,253 255,255,255 0,0,0 0,0,0 255,255,255 247,247,247 255,255,255 255,255,255 4,4,4 0,0,0 5,5,5 0,0,0 14,14,14 0,0,0 254,254,254 251,251,251 253,253,253 202,202,202 255,255,255 247,247,247 0,0,0 3,3,3 175,175,175 255,255,255 255,255,255 255,255,255 239,239,239 255,255,255 251,251,251 248,248,248 197,197,197 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
191,191,191 192,192,192 194,194,194 198,198,198 195,195,195 4,4,4 2,2,2 247,247,247 181,181,181 194,194,194 179,179,179 12,12,12 0,0,0 255,255,255 249,249,249 3,3,3 0,0,0 255,255,255 246,246,246 0,0,0 6,6,6 200,200,200 247,247,247 254,254,254 253,253,253 255,255,255 0,0,0 9,9,9 255,255,255 255,255,255 250,250,250 255,255,255 0,0,0 6,6,6 246,246,246 255,255,255 248,248,248 253,253,253 255,255,255 251,251,251 255,255,255 204,204,204 236,236,236 255,255,255 0,0,0 0,0,0 207,207,207 250,250,250 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 254,254,254 239,239,239 240,240,240 246,246,246 8,8,8 1,1,1 255,255,255 205,205,205 251,251,251 255,255,255 0,0,0 5,5,5 230,230,230 255,255,255 245,245,245 9,9,9 0,0,0 24,24,24 0,0,0 235,235,235 194,194,194 242,242,242 255,255,255 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 250,250,250 251,251,251 251,251,251 2,2,2 0,0,0 240,240,240 252,252,252 245,245,245 254,254,254 255,255,255 250,250,250 251,251,251 179,179,179 255,255,255 251,251,251 0,0,0 10,10,10 182,182,182 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
238,238,238 254,254,254 255,255,255 255,255,255 255,255,255 0,0,0 0,0,0 253,253,253 185,185,185 255,255,255 235,235,235 3,3,3 12,12,12 254,254,254 255,255,255 249,249,249 0,0,0 7,7,7 0,0,0 1,1,1 255,255,255 217,217,217 236,236,236 255,255,255 245,245,245 255,255,255 3,3,3 1,1,1 252,252,252 245,245,245 255,255,255 255,255,255 10,10,10 0,0,0 255,255,255 255,255,255 249,249,249 251,251,251 255,255,255 248,248,248 248,248,248 204,204,204 244,244,244 249,249,249 11,11,11 0,0,0 187,187,187 236,236,236 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 248,248,248 249,249,249 240,240,240 245,245,245 5,5,5 31,31,31 233,233,233 200,200,200 167,167,167 37,37,37 0,0,0 175,175,175 251,251,251 246,246,246 244,244,244 246,246,246 0,0,0 0,0,0 255,255,255 231,231,231 184,184,184 255,255,255 254,254,254 253,253,253 250,250,250 0,0,0 0,0,0 255,255,255 254,254,254 255,255,255 241,241,241 0,0,0 0,0,0 253,253,253 252,252,252 245,245,245 246,246,246 255,255,255 255,255,255 253,253,253 191,191,191 255,255,255 253,253,253 0,0,0 3,3,3 208,208,208 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
239,239,239 186,186,186 203,203,203 190,190,190 188,188,188 2,2,2 0,0,0 8,8,8 1,1,1 4,4,4 0,0,0 228,228,228 201,201,201 191,191,191 188,188,188 192,192,192 193,193,193 2,2,2 3,3,3 205,205,205 199,199,199 184,184,184 255,255,255 240,240,240 2,2,2 2,2,2 0,0,0 5,5,5 0,0,0 18,18,18 244,244,244 255,255,255 4,4,4 8,8,8 240,240,240 252,252,252 255,255,255 255,255,255 255,255,255 247,247,247 255,255,255 175,175,175 5,5,5 0,0,0 5,5,5 0,0,0 2,2,2 0,0,0 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 188,188,188 238,238,238 243,243,243 255,255,255 239,239,239 255,255,255 255,255,255 253,253,253 246,246,246 199,199,199 255,255,255 220,220,220 242,242,242 255,255,255 249,249,249 255,255,255 212,212,212 232,232,232 238,238,238 251,251,251 209,209,209 250,250,250 255,255,255 250,250,250 236,236,236 245,245,245 255,255,255 248,248,248 230,230,230 255,255,255 231,231,231 233,233,233 188,188,188 255,255,255 244,244,244 244,244,244 248,248,248 255,255,255 253,253,253 255,255,255 162,162,162 205,205,205 180,180,180 171,171,171 213,213,213 178,178,178 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 181,181,181 255,255,255 251,251,251 245,245,245 242,242,242 255,255,255 244,244,244 255,255,255 241,241,241 196,196,196 255,255,255 173,173,173 254,254,254 255,255,255 250,250,250 245,245,245 203,203,203 255,255,255 255,255,255 249,249,249 200,200,200 174,174,174 196,196,196 205,205,205 177,177,177 186,186,186 212,212,212 188,188,188 192,192,192 202,202,202 189,189,189 200,200,200 187,187,187 240,240,240 241,241,241 255,255,255 255,255,255 255,255,255 241,241,241 251,251,251 192,192,192 255,255,255 255,255,255 254,254,254 250,250,250 190,190,190 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 179,179,179 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 246,246,246 243,243,243 255,255,255 200,200,200 235,235,235 217,217,217 242,242,242 245,245,245 255,255,255 255,255,255 172,172,172 255,255,255 254,254,254 246,246,246 254,254,254 247,247,247 255,255,255 238,238,238 219,219,219 235,235,235 255,255,255 240,240,240 255,255,255 241,241,241 255,255,255 254,254,254 253,253,253 255,255,255 249,249,249 251,251,251 246,246,246 255,255,255 255,255,255 255,255,255 195,195,195 248,248,248 249,249,249 255,255,255 253,253,253 182,182,182 254,254,254 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
